time	track	channel	bar	pitch	volume	instrument
4640	1	2	858993359	51	80	858993359
4640	2	9	858993359	35	0	858993359
4640	2	9	858993359	42	80	858993359
4640	4	6	858993359	32	0	858993359
4640	4	6	858993359	32	72	858993359
4644	0	0	-343597484	67	0	-343597484
4644	0	0	-343597484	51	80	-343597484
4644	0	0	-343597484	63	80	-343597484
4644	0	0	-343597484	67	80	-343597484
4644	0	0	-343597484	58	0	-343597484
4644	0	0	-343597484	51	0	-343597484
4644	0	0	-343597484	63	0	-343597484
4644	0	0	-343597484	58	80	-343597484
4644	2	9	-343597484	42	0	-343597484
4644	2	9	-343597484	35	80	-343597484
4648	0	0	-1546188327	58	80	-1546188327
4648	0	0	-1546188327	58	0	-1546188327
4648	0	0	-1546188327	51	0	-1546188327
4648	0	0	-1546188327	63	0	-1546188327
4648	0	0	-1546188327	67	0	-1546188327
4648	0	0	-1546188327	51	80	-1546188327
4648	0	0	-1546188327	63	80	-1546188327
4648	0	0	-1546188327	67	80	-1546188327
4648	1	2	-1546188327	51	0	-1546188327
4648	1	2	-1546188327	58	80	-1546188327
4648	2	9	-1546188327	35	80	-1546188327
4648	2	9	-1546188327	35	0	-1546188327
4648	4	6	-1546188327	32	0	-1546188327
4648	4	6	-1546188327	32	72	-1546188327
4656	0	0	343597283	67	0	343597283
4656	0	0	343597283	58	0	343597283
4656	0	0	343597283	51	0	343597283
4656	0	0	343597283	67	80	343597283
4656	0	0	343597283	63	80	343597283
4656	0	0	343597283	51	80	343597283
4656	0	0	343597283	58	80	343597283
4656	0	0	343597283	63	0	343597283
4656	1	2	343597283	58	0	343597283
4656	1	2	343597283	63	80	343597283
4656	2	9	343597283	38	80	343597283
4656	2	9	343597283	35	0	343597283
4656	4	6	343597283	32	0	343597283
4656	4	6	343597283	32	72	343597283
4664	0	0	-2061584403	67	80	-2061584403
4664	0	0	-2061584403	63	80	-2061584403
4664	0	0	-2061584403	51	80	-2061584403
4664	0	0	-2061584403	58	80	-2061584403
4664	0	0	-2061584403	67	0	-2061584403
4664	0	0	-2061584403	63	0	-2061584403
4664	0	0	-2061584403	51	0	-2061584403
4664	0	0	-2061584403	58	0	-2061584403
4664	1	2	-2061584403	63	0	-2061584403
4664	1	2	-2061584403	58	80	-2061584403
4664	2	9	-2061584403	38	0	-2061584403
4664	2	9	-2061584403	42	80	-2061584403
4664	3	4	-2061584403	68	72	-2061584403
4664	4	6	-2061584403	32	0	-2061584403
4664	4	6	-2061584403	32	72	-2061584403
4668	0	0	1030792050	58	0	1030792050
4668	0	0	1030792050	51	0	1030792050
4668	0	0	1030792050	63	0	1030792050
4668	0	0	1030792050	67	0	1030792050
4668	0	0	1030792050	58	80	1030792050
4668	0	0	1030792050	67	80	1030792050
4668	0	0	1030792050	63	80	1030792050
4668	0	0	1030792050	51	80	1030792050
4668	3	4	1030792050	68	0	1030792050
4668	3	4	1030792050	70	72	1030792050
4672	0	0	-171798793	60	80	-171798793
4672	0	0	-171798793	58	0	-171798793
4672	0	0	-171798793	51	0	-171798793
4672	0	0	-171798793	63	0	-171798793
4672	0	0	-171798793	67	0	-171798793
4672	0	0	-171798793	51	80	-171798793
4672	0	0	-171798793	48	80	-171798793
4672	0	0	-171798793	44	80	-171798793
4672	0	0	-171798793	56	80	-171798793
4672	0	0	-171798793	68	80	-171798793
4672	1	2	-171798793	58	0	-171798793
4672	2	9	-171798793	35	80	-171798793
4672	2	9	-171798793	42	0	-171798793
4672	3	4	-171798793	72	72	-171798793
4672	3	4	-171798793	70	0	-171798793
4672	4	6	-171798793	32	0	-171798793
4672	4	6	-171798793	41	72	-171798793
4680	2	9	1717986817	35	0	1717986817
4680	2	9	1717986817	42	80	1717986817
4680	4	6	1717986817	41	72	1717986817
4680	4	6	1717986817	41	0	1717986817
4684	2	9	515395974	42	0	515395974
4684	2	9	515395974	42	80	515395974
4688	0	0	-687194869	51	80	-687194869
4688	0	0	-687194869	56	80	-687194869
4688	0	0	-687194869	60	80	-687194869
4688	0	0	-687194869	68	80	-687194869
4688	0	0	-687194869	44	80	-687194869
4688	0	0	-687194869	48	80	-687194869
4688	0	0	-687194869	68	0	-687194869
4688	0	0	-687194869	60	0	-687194869
4688	0	0	-687194869	56	0	-687194869
4688	0	0	-687194869	44	0	-687194869
4688	0	0	-687194869	48	0	-687194869
4688	0	0	-687194869	51	0	-687194869
4688	2	9	-687194869	38	80	-687194869
4688	2	9	-687194869	42	0	-687194869
4688	4	6	-687194869	41	72	-687194869
4688	4	6	-687194869	41	0	-687194869
4696	0	0	1202590741	60	80	1202590741
4696	0	0	1202590741	68	80	1202590741
4696	0	0	1202590741	44	80	1202590741
4696	0	0	1202590741	51	0	1202590741
4696	0	0	1202590741	48	0	1202590741
4696	0	0	1202590741	44	0	1202590741
4696	0	0	1202590741	68	0	1202590741
4696	0	0	1202590741	60	0	1202590741
4696	0	0	1202590741	56	0	1202590741
4696	0	0	1202590741	51	80	1202590741
4696	0	0	1202590741	48	80	1202590741
4696	0	0	1202590741	56	80	1202590741
4696	2	9	1202590741	42	80	1202590741
4696	2	9	1202590741	38	0	1202590741
4696	4	6	1202590741	41	72	1202590741
4696	4	6	1202590741	41	0	1202590741
4700	0	0	-102	68	80	-102
4700	0	0	-102	60	80	-102
4700	0	0	-102	56	80	-102
4700	0	0	-102	44	80	-102
4700	0	0	-102	48	80	-102
4700	0	0	-102	51	80	-102
4700	0	0	-102	68	0	-102
4700	0	0	-102	60	0	-102
4700	0	0	-102	56	0	-102
4700	0	0	-102	44	0	-102
4700	0	0	-102	48	0	-102
4700	0	0	-102	51	0	-102
4700	2	9	-102	35	80	-102
4700	2	9	-102	42	0	-102
4704	0	0	-1202590945	56	0	-1202590945
4704	0	0	-1202590945	48	0	-1202590945
4704	0	0	-1202590945	44	0	-1202590945
4704	0	0	-1202590945	51	0	-1202590945
4704	0	0	-1202590945	48	80	-1202590945
4704	0	0	-1202590945	68	0	-1202590945
4704	0	0	-1202590945	51	80	-1202590945
4704	0	0	-1202590945	44	80	-1202590945
4704	0	0	-1202590945	60	0	-1202590945
4704	0	0	-1202590945	56	80	-1202590945
4704	0	0	-1202590945	60	80	-1202590945
4704	0	0	-1202590945	68	80	-1202590945
4704	2	9	-1202590945	42	80	-1202590945
4704	2	9	-1202590945	35	0	-1202590945
4704	3	4	-1202590945	73	72	-1202590945
4704	3	4	-1202590945	72	0	-1202590945
4704	4	6	-1202590945	41	0	-1202590945
4704	4	6	-1202590945	41	72	-1202590945
4708	0	0	1889785508	48	0	1889785508
4708	0	0	1889785508	44	0	1889785508
4708	0	0	1889785508	56	0	1889785508
4708	0	0	1889785508	60	0	1889785508
4708	0	0	1889785508	68	0	1889785508
4708	0	0	1889785508	51	80	1889785508
4708	0	0	1889785508	48	80	1889785508
4708	0	0	1889785508	44	80	1889785508
4708	0	0	1889785508	56	80	1889785508
4708	0	0	1889785508	60	80	1889785508
4708	0	0	1889785508	68	80	1889785508
4708	0	0	1889785508	51	0	1889785508
4708	2	9	1889785508	35	80	1889785508
4708	2	9	1889785508	42	0	1889785508
4712	0	0	687194665	51	0	687194665
4712	0	0	687194665	68	80	687194665
4712	0	0	687194665	60	80	687194665
4712	0	0	687194665	56	80	687194665
4712	0	0	687194665	44	80	687194665
4712	0	0	687194665	48	80	687194665
4712	0	0	687194665	51	80	687194665
4712	0	0	687194665	68	0	687194665
4712	0	0	687194665	60	0	687194665
4712	0	0	687194665	56	0	687194665
4712	0	0	687194665	44	0	687194665
4712	0	0	687194665	48	0	687194665
4712	2	9	687194665	35	0	687194665
4712	2	9	687194665	35	80	687194665
4712	3	4	687194665	72	72	687194665
4712	3	4	687194665	73	0	687194665
4712	4	6	687194665	41	0	687194665
4712	4	6	687194665	41	72	687194665
4720	0	0	-1717987021	68	0	-1717987021
4720	0	0	-1717987021	51	80	-1717987021
4720	0	0	-1717987021	48	80	-1717987021
4720	0	0	-1717987021	44	80	-1717987021
4720	0	0	-1717987021	56	80	-1717987021
4720	0	0	-1717987021	60	80	-1717987021
4720	0	0	-1717987021	68	80	-1717987021
4720	0	0	-1717987021	44	0	-1717987021
4720	0	0	-1717987021	48	0	-1717987021
4720	0	0	-1717987021	51	0	-1717987021
4720	0	0	-1717987021	60	0	-1717987021
4720	0	0	-1717987021	56	0	-1717987021
4720	2	9	-1717987021	38	80	-1717987021
4720	2	9	-1717987021	35	0	-1717987021
4720	3	4	-1717987021	70	72	-1717987021
4720	3	4	-1717987021	72	0	-1717987021
4720	4	6	-1717987021	41	72	-1717987021
4720	4	6	-1717987021	41	0	-1717987021
4728	0	0	171798589	51	0	171798589
4728	0	0	171798589	48	0	171798589
4728	0	0	171798589	44	0	171798589
4728	0	0	171798589	56	0	171798589
4728	0	0	171798589	60	0	171798589
4728	0	0	171798589	68	0	171798589
4728	0	0	171798589	51	80	171798589
4728	0	0	171798589	48	80	171798589
4728	0	0	171798589	44	80	171798589
4728	0	0	171798589	56	80	171798589
4728	0	0	171798589	60	80	171798589
4728	0	0	171798589	68	80	171798589
4728	2	9	171798589	42	80	171798589
4728	2	9	171798589	38	0	171798589
4728	3	4	171798589	70	0	171798589
4728	3	4	171798589	72	72	171798589
4728	4	6	171798589	41	72	171798589
4728	4	6	171798589	41	0	171798589
4732	0	0	-1030792254	48	80	-1030792254
4732	0	0	-1030792254	68	80	-1030792254
4732	0	0	-1030792254	60	80	-1030792254
4732	0	0	-1030792254	68	0	-1030792254
4732	0	0	-1030792254	60	0	-1030792254
4732	0	0	-1030792254	51	80	-1030792254
4732	0	0	-1030792254	56	80	-1030792254
4732	0	0	-1030792254	56	0	-1030792254
4732	0	0	-1030792254	44	0	-1030792254
4732	0	0	-1030792254	48	0	-1030792254
4732	0	0	-1030792254	51	0	-1030792254
4732	0	0	-1030792254	44	80	-1030792254
4732	3	4	-1030792254	72	0	-1030792254
4732	3	4	-1030792254	68	72	-1030792254
4736	0	0	2061584199	51	0	2061584199
4736	0	0	2061584199	48	0	2061584199
4736	0	0	2061584199	41	80	2061584199
4736	0	0	2061584199	56	80	2061584199
4736	0	0	2061584199	65	80	2061584199
4736	0	0	2061584199	60	80	2061584199
4736	0	0	2061584199	48	80	2061584199
4736	0	0	2061584199	53	80	2061584199
4736	0	0	2061584199	68	0	2061584199
4736	0	0	2061584199	60	0	2061584199
4736	0	0	2061584199	56	0	2061584199
4736	0	0	2061584199	44	0	2061584199
4736	2	9	2061584199	35	80	2061584199
4736	2	9	2061584199	42	0	2061584199
4736	3	4	2061584199	68	0	2061584199
4736	4	6	2061584199	37	72	2061584199
4736	4	6	2061584199	41	0	2061584199
4744	2	9	-343597487	35	0	-343597487
4744	2	9	-343597487	42	80	-343597487
4744	4	6	-343597487	37	0	-343597487
4744	4	6	-343597487	37	72	-343597487
4748	2	9	-1546188330	42	0	-1546188330
4748	2	9	-1546188330	42	80	-1546188330
4752	0	0	1546188123	53	0	1546188123
4752	0	0	1546188123	48	0	1546188123
4752	0	0	1546188123	60	0	1546188123
4752	0	0	1546188123	65	0	1546188123
4752	0	0	1546188123	56	0	1546188123
4752	0	0	1546188123	41	80	1546188123
4752	0	0	1546188123	41	0	1546188123
4752	0	0	1546188123	53	80	1546188123
4752	0	0	1546188123	48	80	1546188123
4752	0	0	1546188123	65	80	1546188123
4752	0	0	1546188123	60	80	1546188123
4752	0	0	1546188123	56	80	1546188123
4752	2	9	1546188123	38	80	1546188123
4752	2	9	1546188123	42	0	1546188123
4752	4	6	1546188123	37	0	1546188123
4752	4	6	1546188123	37	72	1546188123
4760	0	0	-858993563	53	0	-858993563
4760	0	0	-858993563	41	80	-858993563
4760	0	0	-858993563	56	80	-858993563
4760	0	0	-858993563	60	80	-858993563
4760	0	0	-858993563	65	80	-858993563
4760	0	0	-858993563	48	80	-858993563
4760	0	0	-858993563	53	80	-858993563
4760	0	0	-858993563	41	0	-858993563
4760	0	0	-858993563	56	0	-858993563
4760	0	0	-858993563	60	0	-858993563
4760	0	0	-858993563	65	0	-858993563
4760	0	0	-858993563	48	0	-858993563
4760	2	9	-858993563	42	80	-858993563
4760	2	9	-858993563	38	0	-858993563
4760	4	6	-858993563	37	0	-858993563
4760	4	6	-858993563	37	72	-858993563
4764	0	0	-2061584406	65	80	-2061584406
4764	0	0	-2061584406	48	80	-2061584406
4764	0	0	-2061584406	53	80	-2061584406
4764	0	0	-2061584406	41	0	-2061584406
4764	0	0	-2061584406	56	0	-2061584406
4764	0	0	-2061584406	60	0	-2061584406
4764	0	0	-2061584406	65	0	-2061584406
4764	0	0	-2061584406	48	0	-2061584406
4764	0	0	-2061584406	53	0	-2061584406
4764	0	0	-2061584406	60	80	-2061584406
4764	0	0	-2061584406	56	80	-2061584406
4764	0	0	-2061584406	41	80	-2061584406
4764	2	9	-2061584406	35	80	-2061584406
4764	2	9	-2061584406	42	0	-2061584406
4768	0	0	1030792047	53	0	1030792047
4768	0	0	1030792047	48	0	1030792047
4768	0	0	1030792047	60	0	1030792047
4768	0	0	1030792047	56	0	1030792047
4768	0	0	1030792047	41	0	1030792047
4768	0	0	1030792047	53	80	1030792047
4768	0	0	1030792047	48	80	1030792047
4768	0	0	1030792047	65	80	1030792047
4768	0	0	1030792047	60	80	1030792047
4768	0	0	1030792047	56	80	1030792047
4768	0	0	1030792047	41	80	1030792047
4768	0	0	1030792047	65	0	1030792047
4768	2	9	1030792047	35	0	1030792047
4768	2	9	1030792047	42	80	1030792047
4768	4	6	1030792047	37	0	1030792047
4768	4	6	1030792047	39	72	1030792047
4772	0	0	-171798796	65	0	-171798796
4772	0	0	-171798796	60	0	-171798796
4772	0	0	-171798796	56	0	-171798796
4772	0	0	-171798796	41	0	-171798796
4772	0	0	-171798796	53	80	-171798796
4772	0	0	-171798796	48	80	-171798796
4772	0	0	-171798796	65	80	-171798796
4772	0	0	-171798796	60	80	-171798796
4772	0	0	-171798796	56	80	-171798796
4772	0	0	-171798796	41	80	-171798796
4772	0	0	-171798796	48	0	-171798796
4772	0	0	-171798796	53	0	-171798796
4772	2	9	-171798796	42	0	-171798796
4772	2	9	-171798796	35	80	-171798796
4772	3	4	-171798796	68	72	-171798796
4776	0	0	-1374389639	48	0	-1374389639
4776	0	0	-1374389639	53	0	-1374389639
4776	0	0	-1374389639	65	0	-1374389639
4776	0	0	-1374389639	60	0	-1374389639
4776	0	0	-1374389639	56	0	-1374389639
4776	0	0	-1374389639	41	0	-1374389639
4776	0	0	-1374389639	53	80	-1374389639
4776	0	0	-1374389639	48	80	-1374389639
4776	0	0	-1374389639	65	80	-1374389639
4776	0	0	-1374389639	60	80	-1374389639
4776	0	0	-1374389639	56	80	-1374389639
4776	0	0	-1374389639	41	80	-1374389639
4776	2	9	-1374389639	35	80	-1374389639
4776	2	9	-1374389639	35	0	-1374389639
4776	3	4	-1374389639	68	72	-1374389639
4776	3	4	-1374389639	68	0	-1374389639
4776	4	6	-1374389639	39	72	-1374389639
4776	4	6	-1374389639	39	0	-1374389639
4780	3	4	1717986814	68	0	1717986814
4780	3	4	1717986814	68	72	1717986814
4784	0	0	515395971	41	80	515395971
4784	0	0	515395971	48	0	515395971
4784	0	0	515395971	65	0	515395971
4784	0	0	515395971	60	0	515395971
4784	0	0	515395971	56	0	515395971
4784	0	0	515395971	41	0	515395971
4784	0	0	515395971	53	80	515395971
4784	0	0	515395971	48	80	515395971
4784	0	0	515395971	65	80	515395971
4784	0	0	515395971	60	80	515395971
4784	0	0	515395971	56	80	515395971
4784	0	0	515395971	53	0	515395971
4784	2	9	515395971	35	0	515395971
4784	2	9	515395971	38	80	515395971
4784	3	4	515395971	68	0	515395971
4784	3	4	515395971	67	72	515395971
4784	4	6	515395971	39	72	515395971
4784	4	6	515395971	39	0	515395971
4792	0	0	-1889785715	60	0	-1889785715
4792	0	0	-1889785715	48	0	-1889785715
4792	0	0	-1889785715	53	0	-1889785715
4792	0	0	-1889785715	65	0	-1889785715
4792	0	0	-1889785715	41	80	-1889785715
4792	0	0	-1889785715	56	0	-1889785715
4792	0	0	-1889785715	41	0	-1889785715
4792	0	0	-1889785715	53	80	-1889785715
4792	0	0	-1889785715	48	80	-1889785715
4792	0	0	-1889785715	65	80	-1889785715
4792	0	0	-1889785715	60	80	-1889785715
4792	0	0	-1889785715	56	80	-1889785715
4792	2	9	-1889785715	38	0	-1889785715
4792	2	9	-1889785715	42	80	-1889785715
4792	3	4	-1889785715	67	0	-1889785715
4792	3	4	-1889785715	68	72	-1889785715
4792	4	6	-1889785715	39	72	-1889785715
4792	4	6	-1889785715	39	0	-1889785715
4796	0	0	1202590738	41	80	1202590738
4796	0	0	1202590738	56	80	1202590738
4796	0	0	1202590738	60	80	1202590738
4796	0	0	1202590738	65	80	1202590738
4796	0	0	1202590738	48	80	1202590738
4796	0	0	1202590738	53	80	1202590738
4796	0	0	1202590738	41	0	1202590738
4796	0	0	1202590738	56	0	1202590738
4796	0	0	1202590738	60	0	1202590738
4796	0	0	1202590738	65	0	1202590738
4796	0	0	1202590738	48	0	1202590738
4796	0	0	1202590738	53	0	1202590738
4796	3	4	1202590738	63	72	1202590738
4796	3	4	1202590738	68	0	1202590738
4800	0	0	-105	56	80	-105
4800	0	0	-105	65	80	-105
4800	0	0	-105	61	80	-105
4800	0	0	-105	49	80	-105
4800	0	0	-105	53	80	-105
4800	0	0	-105	41	0	-105
4800	0	0	-105	56	0	-105
4800	0	0	-105	60	0	-105
4800	0	0	-105	65	0	-105
4800	0	0	-105	48	0	-105
4800	0	0	-105	53	0	-105
4800	2	9	-105	35	80	-105
4800	2	9	-105	42	0	-105
4800	3	4	-105	63	0	-105
4800	4	6	-105	32	72	-105
4800	4	6	-105	39	0	-105
4808	2	9	1889785505	35	0	1889785505
4808	2	9	1889785505	42	80	1889785505
4808	4	6	1889785505	32	0	1889785505
4808	4	6	1889785505	32	72	1889785505
4812	2	9	687194662	42	0	687194662
4812	2	9	687194662	42	80	687194662
4816	0	0	-515396181	65	0	-515396181
4816	0	0	-515396181	56	0	-515396181
4816	0	0	-515396181	53	0	-515396181
4816	0	0	-515396181	49	0	-515396181
4816	0	0	-515396181	65	80	-515396181
4816	0	0	-515396181	61	80	-515396181
4816	0	0	-515396181	49	80	-515396181
4816	0	0	-515396181	53	80	-515396181
4816	0	0	-515396181	56	80	-515396181
4816	0	0	-515396181	61	0	-515396181
4816	2	9	-515396181	42	0	-515396181
4816	2	9	-515396181	38	80	-515396181
4816	4	6	-515396181	32	0	-515396181
4816	4	6	-515396181	32	72	-515396181
4824	0	0	1374389429	56	0	1374389429
4824	0	0	1374389429	65	80	1374389429
4824	0	0	1374389429	61	80	1374389429
4824	0	0	1374389429	49	80	1374389429
4824	0	0	1374389429	53	80	1374389429
4824	0	0	1374389429	56	80	1374389429
4824	0	0	1374389429	65	0	1374389429
4824	0	0	1374389429	61	0	1374389429
4824	0	0	1374389429	49	0	1374389429
4824	0	0	1374389429	53	0	1374389429
4824	2	9	1374389429	42	80	1374389429
4824	2	9	1374389429	38	0	1374389429
4824	4	6	1374389429	32	0	1374389429
4824	4	6	1374389429	32	72	1374389429
4828	0	0	171798586	65	80	171798586
4828	0	0	171798586	56	0	171798586
4828	0	0	171798586	53	0	171798586
4828	0	0	171798586	49	0	171798586
4828	0	0	171798586	61	0	171798586
4828	0	0	171798586	65	0	171798586
4828	0	0	171798586	56	80	171798586
4828	0	0	171798586	53	80	171798586
4828	0	0	171798586	49	80	171798586
4828	0	0	171798586	61	80	171798586
4828	2	9	171798586	42	0	171798586
4828	2	9	171798586	35	80	171798586
4832	0	0	-1030792257	61	0	-1030792257
4832	0	0	-1030792257	49	0	-1030792257
4832	0	0	-1030792257	65	0	-1030792257
4832	0	0	-1030792257	56	80	-1030792257
4832	0	0	-1030792257	53	80	-1030792257
4832	0	0	-1030792257	49	80	-1030792257
4832	0	0	-1030792257	61	80	-1030792257
4832	0	0	-1030792257	65	80	-1030792257
4832	0	0	-1030792257	53	0	-1030792257
4832	0	0	-1030792257	56	0	-1030792257
4832	2	9	-1030792257	42	80	-1030792257
4832	2	9	-1030792257	35	0	-1030792257
4832	4	6	-1030792257	32	0	-1030792257
4832	4	6	-1030792257	32	72	-1030792257
4836	0	0	2061584196	56	0	2061584196
4836	0	0	2061584196	53	0	2061584196
4836	0	0	2061584196	49	0	2061584196
4836	0	0	2061584196	61	0	2061584196
4836	0	0	2061584196	65	0	2061584196
4836	0	0	2061584196	56	80	2061584196
4836	0	0	2061584196	53	80	2061584196
4836	0	0	2061584196	49	80	2061584196
4836	0	0	2061584196	61	80	2061584196
4836	0	0	2061584196	65	80	2061584196
4836	2	9	2061584196	35	80	2061584196
4836	2	9	2061584196	42	0	2061584196
4836	3	4	2061584196	68	72	2061584196
4840	0	0	858993353	53	0	858993353
4840	0	0	858993353	49	0	858993353
4840	0	0	858993353	61	0	858993353
4840	0	0	858993353	65	0	858993353
4840	0	0	858993353	56	80	858993353
4840	0	0	858993353	53	80	858993353
4840	0	0	858993353	49	80	858993353
4840	0	0	858993353	61	80	858993353
4840	0	0	858993353	65	80	858993353
4840	0	0	858993353	56	0	858993353
4840	2	9	858993353	35	0	858993353
4840	2	9	858993353	35	80	858993353
4840	3	4	858993353	68	72	858993353
4840	3	4	858993353	68	0	858993353
4840	4	6	858993353	32	0	858993353
4840	4	6	858993353	32	72	858993353
4844	3	4	-343597490	68	0	-343597490
4844	3	4	-343597490	68	72	-343597490
4848	0	0	-1546188333	65	0	-1546188333
4848	0	0	-1546188333	61	0	-1546188333
4848	0	0	-1546188333	49	0	-1546188333
4848	0	0	-1546188333	53	0	-1546188333
4848	0	0	-1546188333	56	0	-1546188333
4848	0	0	-1546188333	65	80	-1546188333
4848	0	0	-1546188333	61	80	-1546188333
4848	0	0	-1546188333	49	80	-1546188333
4848	0	0	-1546188333	53	80	-1546188333
4848	0	0	-1546188333	56	80	-1546188333
4848	2	9	-1546188333	38	80	-1546188333
4848	2	9	-1546188333	35	0	-1546188333
4848	3	4	-1546188333	67	72	-1546188333
4848	3	4	-1546188333	68	0	-1546188333
4848	4	6	-1546188333	32	72	-1546188333
4848	4	6	-1546188333	32	0	-1546188333
4856	0	0	343597277	49	0	343597277
4856	0	0	343597277	65	80	343597277
4856	0	0	343597277	61	80	343597277
4856	0	0	343597277	49	80	343597277
4856	0	0	343597277	53	80	343597277
4856	0	0	343597277	56	80	343597277
4856	0	0	343597277	65	0	343597277
4856	0	0	343597277	61	0	343597277
4856	0	0	343597277	56	0	343597277
4856	0	0	343597277	53	0	343597277
4856	2	9	343597277	38	0	343597277
4856	2	9	343597277	42	80	343597277
4856	3	4	343597277	68	72	343597277
4856	3	4	343597277	67	0	343597277
4856	4	6	343597277	32	72	343597277
4856	4	6	343597277	32	0	343597277
4860	0	0	-858993566	65	80	-858993566
4860	0	0	-858993566	56	0	-858993566
4860	0	0	-858993566	53	0	-858993566
4860	0	0	-858993566	49	0	-858993566
4860	0	0	-858993566	61	0	-858993566
4860	0	0	-858993566	65	0	-858993566
4860	0	0	-858993566	56	80	-858993566
4860	0	0	-858993566	53	80	-858993566
4860	0	0	-858993566	49	80	-858993566
4860	0	0	-858993566	61	80	-858993566
4860	3	4	-858993566	70	72	-858993566
4860	3	4	-858993566	68	0	-858993566
4864	0	0	-2061584409	53	0	-2061584409
4864	0	0	-2061584409	56	0	-2061584409
4864	0	0	-2061584409	67	80	-2061584409
4864	0	0	-2061584409	63	80	-2061584409
4864	0	0	-2061584409	51	80	-2061584409
4864	0	0	-2061584409	58	80	-2061584409
4864	0	0	-2061584409	65	0	-2061584409
4864	0	0	-2061584409	49	0	-2061584409
4864	0	0	-2061584409	61	0	-2061584409
4864	2	9	-2061584409	42	0	-2061584409
4864	2	9	-2061584409	35	80	-2061584409
4864	3	4	-2061584409	70	0	-2061584409
4864	4	6	-2061584409	32	0	-2061584409
4864	4	6	-2061584409	32	72	-2061584409
4872	2	9	-171798799	35	0	-171798799
4872	2	9	-171798799	42	80	-171798799
4872	4	6	-171798799	32	72	-171798799
4872	4	6	-171798799	32	0	-171798799
4876	2	9	-1374389642	42	80	-1374389642
4876	2	9	-1374389642	42	0	-1374389642
4880	0	0	1717986811	58	80	1717986811
4880	0	0	1717986811	51	80	1717986811
4880	0	0	1717986811	63	80	1717986811
4880	0	0	1717986811	67	80	1717986811
4880	0	0	1717986811	67	0	1717986811
4880	0	0	1717986811	51	0	1717986811
4880	0	0	1717986811	63	0	1717986811
4880	0	0	1717986811	58	0	1717986811
4880	2	9	1717986811	42	0	1717986811
4880	2	9	1717986811	38	80	1717986811
4880	4	6	1717986811	32	0	1717986811
4880	4	6	1717986811	32	72	1717986811
4888	0	0	-687194875	58	80	-687194875
4888	0	0	-687194875	58	0	-687194875
4888	0	0	-687194875	51	0	-687194875
4888	0	0	-687194875	63	0	-687194875
4888	0	0	-687194875	67	0	-687194875
4888	0	0	-687194875	51	80	-687194875
4888	0	0	-687194875	63	80	-687194875
4888	0	0	-687194875	67	80	-687194875
4888	2	9	-687194875	38	0	-687194875
4888	2	9	-687194875	42	80	-687194875
4888	4	6	-687194875	32	0	-687194875
4888	4	6	-687194875	32	72	-687194875
4892	0	0	-1889785718	67	0	-1889785718
4892	0	0	-1889785718	67	80	-1889785718
4892	0	0	-1889785718	63	80	-1889785718
4892	0	0	-1889785718	51	80	-1889785718
4892	0	0	-1889785718	58	0	-1889785718
4892	0	0	-1889785718	51	0	-1889785718
4892	0	0	-1889785718	63	0	-1889785718
4892	0	0	-1889785718	58	80	-1889785718
4892	2	9	-1889785718	35	80	-1889785718
4892	2	9	-1889785718	42	0	-1889785718
4896	0	0	1202590735	58	0	1202590735
4896	0	0	1202590735	51	0	1202590735
4896	0	0	1202590735	63	0	1202590735
4896	0	0	1202590735	67	0	1202590735
4896	0	0	1202590735	58	80	1202590735
4896	0	0	1202590735	51	80	1202590735
4896	0	0	1202590735	63	80	1202590735
4896	0	0	1202590735	67	80	1202590735
4896	2	9	1202590735	35	0	1202590735
4896	2	9	1202590735	42	80	1202590735
4896	4	6	1202590735	32	0	1202590735
4896	4	6	1202590735	32	72	1202590735
4900	0	0	-108	67	80	-108
4900	0	0	-108	63	80	-108
4900	0	0	-108	51	80	-108
4900	0	0	-108	58	80	-108
4900	0	0	-108	67	0	-108
4900	0	0	-108	63	0	-108
4900	0	0	-108	51	0	-108
4900	0	0	-108	58	0	-108
4900	2	9	-108	42	0	-108
4900	2	9	-108	35	80	-108
4904	0	0	-1202590951	51	0	-1202590951
4904	0	0	-1202590951	58	0	-1202590951
4904	0	0	-1202590951	63	0	-1202590951
4904	0	0	-1202590951	67	0	-1202590951
4904	0	0	-1202590951	58	80	-1202590951
4904	0	0	-1202590951	51	80	-1202590951
4904	0	0	-1202590951	63	80	-1202590951
4904	0	0	-1202590951	67	80	-1202590951
4904	2	9	-1202590951	35	80	-1202590951
4904	2	9	-1202590951	35	0	-1202590951
4904	4	6	-1202590951	32	72	-1202590951
4904	4	6	-1202590951	32	0	-1202590951
4912	0	0	687194659	58	80	687194659
4912	0	0	687194659	58	0	687194659
4912	0	0	687194659	51	0	687194659
4912	0	0	687194659	63	0	687194659
4912	0	0	687194659	67	0	687194659
4912	0	0	687194659	67	80	687194659
4912	0	0	687194659	63	80	687194659
4912	0	0	687194659	51	80	687194659
4912	2	9	687194659	35	0	687194659
4912	2	9	687194659	38	80	687194659
4912	4	6	687194659	32	72	687194659
4912	4	6	687194659	32	0	687194659
4920	0	0	-1717987027	63	0	-1717987027
4920	0	0	-1717987027	67	80	-1717987027
4920	0	0	-1717987027	67	0	-1717987027
4920	0	0	-1717987027	51	0	-1717987027
4920	0	0	-1717987027	58	0	-1717987027
4920	0	0	-1717987027	58	80	-1717987027
4920	0	0	-1717987027	51	80	-1717987027
4920	0	0	-1717987027	63	80	-1717987027
