time	track	channel	instrument	pitch	velocity	bar	beat
43875000	13	0A	50	3E	59	14.625000	58.500000
43875000	14	0B	51	3A	00	14.625000	58.500000
43875000	14	0B	51	3E	00	14.625000	58.500000
43875000	14	0B	51	3A	59	14.625000	58.500000
43875000	14	0B	51	3E	59	14.625000	58.500000
43895312	12	09	0	2A	00	14.631771	58.527083
43895312	12	09	0	45	00	14.631771	58.527083
44000000	12	09	0	2A	7F	14.666667	58.666667
44015625	12	09	0	26	59	14.671875	58.687500
44020312	12	09	0	2A	00	14.673438	58.693750
44062500	3	00	73	46	00	14.687500	58.750000
44062500	3	00	73	46	01	14.687500	58.750000
44062500	6	03	53	4A	00	14.687500	58.750000
44062500	6	03	53	48	59	14.687500	58.750000
44062500	12	09	0	26	00	14.687500	58.750000
44109375	12	09	0	26	59	14.703125	58.812500
44125000	12	09	0	2A	7F	14.708333	58.833333
44145312	12	09	0	2A	00	14.715104	58.860417
44156250	12	09	0	26	00	14.718750	58.875000
44250000	3	00	73	46	00	14.750000	59.000000
44250000	6	03	53	48	00	14.750000	59.000000
44250000	6	03	53	4A	59	14.750000	59.000000
44250000	12	09	0	22	24	14.750000	59.000000
44250000	12	09	0	45	33	14.750000	59.000000
44250000	12	09	0	21	57	14.750000	59.000000
44250000	12	09	0	24	59	14.750000	59.000000
44250000	12	09	0	26	59	14.750000	59.000000
44265625	12	09	0	2A	7F	14.755208	59.020833
44270312	12	09	0	21	00	14.756771	59.027083
44270312	12	09	0	22	00	14.756771	59.027083
44270312	12	09	0	45	00	14.756771	59.027083
44285937	12	09	0	2A	00	14.761979	59.047917
44296875	12	09	0	24	00	14.765625	59.062500
44296875	12	09	0	26	00	14.765625	59.062500
44437500	4	01	0	3A	00	14.812500	59.250000
44437500	4	01	0	3E	00	14.812500	59.250000
44437500	4	01	0	39	59	14.812500	59.250000
44437500	4	01	0	3C	59	14.812500	59.250000
44437500	6	03	53	4A	00	14.812500	59.250000
44437500	6	03	53	4D	59	14.812500	59.250000
44437500	7	04	35	22	00	14.812500	59.250000
44437500	7	04	35	1D	7F	14.812500	59.250000
44437500	8	05	18	22	00	14.812500	59.250000
44437500	8	05	18	1D	7F	14.812500	59.250000
44437500	9	06	32	22	00	14.812500	59.250000
44437500	9	06	32	1D	7F	14.812500	59.250000
44437500	13	0A	50	3A	00	14.812500	59.250000
44437500	13	0A	50	3E	00	14.812500	59.250000
44437500	13	0A	50	39	59	14.812500	59.250000
44437500	13	0A	50	3C	59	14.812500	59.250000
44437500	14	0B	51	3A	00	14.812500	59.250000
44437500	14	0B	51	3E	00	14.812500	59.250000
44437500	14	0B	51	39	59	14.812500	59.250000
44437500	14	0B	51	3C	59	14.812500	59.250000
44625000	3	00	73	46	01	14.875000	59.500000
44625000	6	03	53	4D	00	14.875000	59.500000
44625000	6	03	53	4A	59	14.875000	59.500000
44625000	12	09	0	45	1D	14.875000	59.500000
44625000	12	09	0	22	2D	14.875000	59.500000
44625000	12	09	0	24	59	14.875000	59.500000
44625000	12	09	0	25	59	14.875000	59.500000
44632812	12	09	0	2A	5D	14.877604	59.510417
44645312	12	09	0	22	00	14.881771	59.527083
44645312	12	09	0	45	00	14.881771	59.527083
44653125	12	09	0	2A	00	14.884375	59.537500
44671875	12	09	0	24	00	14.890625	59.562500
44671875	12	09	0	25	00	14.890625	59.562500
44812500	3	00	73	46	00	14.937500	59.750000
44812500	3	00	73	46	01	14.937500	59.750000
44812500	6	03	53	4A	00	14.937500	59.750000
44812500	6	03	53	48	59	14.937500	59.750000
45000000	3	00	73	46	00	15.000000	60.000000
45000000	3	00	73	46	01	15.000000	60.000000
45000000	4	01	0	39	00	15.000000	60.000000
45000000	4	01	0	3C	00	15.000000	60.000000
45000000	4	01	0	3A	59	15.000000	60.000000
45000000	4	01	0	3E	59	15.000000	60.000000
45000000	6	03	53	48	00	15.000000	60.000000
45000000	6	03	53	46	59	15.000000	60.000000
45000000	7	04	35	1D	00	15.000000	60.000000
45000000	7	04	35	1B	7F	15.000000	60.000000
45000000	8	05	18	1D	00	15.000000	60.000000
45000000	8	05	18	1B	7F	15.000000	60.000000
45000000	9	06	32	1D	00	15.000000	60.000000
45000000	9	06	32	1B	7F	15.000000	60.000000
45000000	12	09	0	22	16	15.000000	60.000000
45000000	12	09	0	45	31	15.000000	60.000000
45000000	12	09	0	24	59	15.000000	60.000000
45000000	13	0A	50	39	00	15.000000	60.000000
45000000	13	0A	50	3C	00	15.000000	60.000000
45000000	13	0A	50	3A	59	15.000000	60.000000
45000000	13	0A	50	3E	59	15.000000	60.000000
45000000	14	0B	51	39	00	15.000000	60.000000
45000000	14	0B	51	3C	00	15.000000	60.000000
45000000	14	0B	51	3A	59	15.000000	60.000000
45000000	14	0B	51	3E	59	15.000000	60.000000
45007812	12	09	0	2A	7F	15.002604	60.010417
45020312	12	09	0	22	00	15.006771	60.027083
45020312	12	09	0	45	00	15.006771	60.027083
45028125	12	09	0	2A	00	15.009375	60.037500
45046875	12	09	0	24	00	15.015625	60.062500
45125000	12	09	0	22	15	15.041667	60.166667
45145312	12	09	0	22	00	15.048438	60.193750
45250000	12	09	0	22	1D	15.083333	60.333333
45270312	12	09	0	22	00	15.090104	60.360417
45375000	3	00	73	46	00	15.125000	60.500000
45375000	3	00	73	46	01	15.125000	60.500000
45375000	12	09	0	45	1D	15.125000	60.500000
45375000	12	09	0	22	1E	15.125000	60.500000
45375000	12	09	0	24	59	15.125000	60.500000
45382812	12	09	0	2A	5D	15.127604	60.510417
45395312	12	09	0	22	00	15.131771	60.527083
45395312	12	09	0	45	00	15.131771	60.527083
45403125	12	09	0	2A	00	15.134375	60.537500
45421875	12	09	0	24	00	15.140625	60.562500
45500000	12	09	0	22	2C	15.166667	60.666667
45520312	12	09	0	22	00	15.173438	60.693750
45562500	3	00	73	46	00	15.187500	60.750000
45562500	3	00	73	46	01	15.187500	60.750000
45562500	6	03	53	46	00	15.187500	60.750000
45562500	6	03	53	43	59	15.187500	60.750000
45625000	12	09	0	22	31	15.208333	60.833333
45645312	12	09	0	22	00	15.215104	60.860417
45750000	3	00	73	46	00	15.250000	61.000000
45750000	6	03	53	43	00	15.250000	61.000000
45750000	6	03	53	46	01	15.250000	61.000000
45750000	12	09	0	45	31	15.250000	61.000000
45750000	12	09	0	27	3E	15.250000	61.000000
45750000	12	09	0	22	44	15.250000	61.000000
45757812	12	09	0	2A	7F	15.252604	61.010417
45770312	12	09	0	22	00	15.256771	61.027083
45770312	12	09	0	27	00	15.256771	61.027083
45770312	12	09	0	45	00	15.256771	61.027083
45778125	12	09	0	2A	00	15.259375	61.037500
46125000	3	00	73	46	01	15.375000	61.500000
46125000	4	01	0	3A	00	15.375000	61.500000
46125000	4	01	0	3E	00	15.375000	61.500000
46125000	4	01	0	3A	59	15.375000	61.500000
46125000	4	01	0	3E	59	15.375000	61.500000
46125000	6	03	53	46	00	15.375000	61.500000
46125000	6	03	53	48	01	15.375000	61.500000
46125000	7	04	35	1B	00	15.375000	61.500000
46125000	7	04	35	22	7F	15.375000	61.500000
46125000	8	05	18	1B	00	15.375000	61.500000
46125000	8	05	18	22	7F	15.375000	61.500000
46125000	9	06	32	1B	00	15.375000	61.500000
46125000	9	06	32	22	7F	15.375000	61.500000
46125000	12	09	0	45	1D	15.375000	61.500000
46125000	12	09	0	22	2D	15.375000	61.500000
46125000	13	0A	50	3A	00	15.375000	61.500000
46125000	13	0A	50	3E	00	15.375000	61.500000
46125000	13	0A	50	3A	59	15.375000	61.500000
46125000	13	0A	50	3E	59	15.375000	61.500000
46125000	14	0B	51	3A	00	15.375000	61.500000
46125000	14	0B	51	3E	00	15.375000	61.500000
46125000	14	0B	51	3A	59	15.375000	61.500000
46125000	14	0B	51	3E	59	15.375000	61.500000
46132812	12	09	0	2A	5D	15.377604	61.510417
46145312	12	09	0	22	00	15.381771	61.527083
46145312	12	09	0	45	00	15.381771	61.527083
46153125	12	09	0	2A	00	15.384375	61.537500
46312500	3	00	73	46	00	15.437500	61.750000
46312500	3	00	73	46	01	15.437500	61.750000
46312500	6	03	53	48	00	15.437500	61.750000
46312500	6	03	53	4A	01	15.437500	61.750000
46500000	12	09	0	45	31	15.500000	62.000000
46500000	12	09	0	22	39	15.500000	62.000000
46507812	12	09	0	2A	7F	15.502604	62.010417
46515625	12	09	0	21	7F	15.505208	62.020833
46520312	12	09	0	22	00	15.506771	62.027083
46520312	12	09	0	45	00	15.506771	62.027083
46528125	12	09	0	2A	00	15.509375	62.037500
46535937	12	09	0	21	00	15.511979	62.047917
46687500	3	00	73	46	00	15.562500	62.250000
46687500	3	00	73	46	01	15.562500	62.250000
46687500	6	03	53	4A	00	15.562500	62.250000
46687500	6	03	53	48	01	15.562500	62.250000
46875000	3	00	73	46	00	15.625000	62.500000
46875000	3	00	73	46	01	15.625000	62.500000
46875000	4	01	0	3A	00	15.625000	62.500000
46875000	4	01	0	3E	00	15.625000	62.500000
46875000	4	01	0	3A	59	15.625000	62.500000
46875000	4	01	0	3E	59	15.625000	62.500000
46875000	6	03	53	48	00	15.625000	62.500000
46875000	7	04	35	22	00	15.625000	62.500000
46875000	7	04	35	22	7F	15.625000	62.500000
46875000	8	05	18	22	00	15.625000	62.500000
46875000	8	05	18	22	7F	15.625000	62.500000
46875000	9	06	32	22	00	15.625000	62.500000
46875000	9	06	32	22	7F	15.625000	62.500000
46875000	12	09	0	45	1D	15.625000	62.500000
46875000	12	09	0	2A	7F	15.625000	62.500000
46875000	13	0A	50	3A	00	15.625000	62.500000
46875000	13	0A	50	3E	00	15.625000	62.500000
46875000	13	0A	50	3A	59	15.625000	62.500000
46875000	13	0A	50	3E	59	15.625000	62.500000
46875000	14	0B	51	3A	00	15.625000	62.500000
46875000	14	0B	51	3E	00	15.625000	62.500000
46875000	14	0B	51	3A	59	15.625000	62.500000
46875000	14	0B	51	3E	59	15.625000	62.500000
46895312	12	09	0	2A	00	15.631771	62.527083
46895312	12	09	0	45	00	15.631771	62.527083
47000000	12	09	0	2A	7F	15.666667	62.666667
47015625	12	09	0	26	59	15.671875	62.687500
47020312	12	09	0	2A	00	15.673438	62.693750
47062500	12	09	0	26	00	15.687500	62.750000
47109375	12	09	0	26	59	15.703125	62.812500
47125000	12	09	0	2A	7F	15.708333	62.833333
47145312	12	09	0	2A	00	15.715104	62.860417
47156250	12	09	0	26	00	15.718750	62.875000
47250000	3	00	73	46	00	15.750000	63.000000
47250000	3	00	73	46	01	15.750000	63.000000
47250000	12	09	0	22	24	15.750000	63.000000
47250000	12	09	0	45	33	15.750000	63.000000
47250000	12	09	0	21	57	15.750000	63.000000
47250000	12	09	0	24	59	15.750000	63.000000
47250000	12	09	0	26	59	15.750000	63.000000
47265625	12	09	0	2A	7F	15.755208	63.020833
47270312	12	09	0	21	00	15.756771	63.027083
47270312	12	09	0	22	00	15.756771	63.027083
47270312	12	09	0	45	00	15.756771	63.027083
47285937	12	09	0	2A	00	15.761979	63.047917
47296875	12	09	0	24	00	15.765625	63.062500
47296875	12	09	0	26	00	15.765625	63.062500
47437500	4	01	0	3A	00	15.812500	63.250000
47437500	4	01	0	3E	00	15.812500	63.250000
47437500	4	01	0	39	59	15.812500	63.250000
47437500	4	01	0	3C	59	15.812500	63.250000
47437500	7	04	35	22	00	15.812500	63.250000
47437500	7	04	35	1D	7F	15.812500	63.250000
47437500	8	05	18	22	00	15.812500	63.250000
47437500	8	05	18	1D	7F	15.812500	63.250000
47437500	9	06	32	22	00	15.812500	63.250000
47437500	9	06	32	1D	7F	15.812500	63.250000
47437500	13	0A	50	3A	00	15.812500	63.250000
47437500	13	0A	50	3E	00	15.812500	63.250000
47437500	13	0A	50	39	59	15.812500	63.250000
47437500	13	0A	50	3C	59	15.812500	63.250000
47437500	14	0B	51	3A	00	15.812500	63.250000
47437500	14	0B	51	3E	00	15.812500	63.250000
47437500	14	0B	51	39	59	15.812500	63.250000
47437500	14	0B	51	3C	59	15.812500	63.250000
47625000	3	00	73	46	00	15.875000	63.500000
47625000	6	03	53	46	01	15.875000	63.500000
47625000	12	09	0	45	1D	15.875000	63.500000
47625000	12	09	0	22	2D	15.875000	63.500000
47625000	12	09	0	24	59	15.875000	63.500000
47625000	12	09	0	25	59	15.875000	63.500000
47632812	12	09	0	2A	5D	15.877604	63.510417
47645312	12	09	0	22	00	15.881771	63.527083
47645312	12	09	0	45	00	15.881771	63.527083
47653125	12	09	0	2A	00	15.884375	63.537500
47671875	12	09	0	24	00	15.890625	63.562500
47671875	12	09	0	25	00	15.890625	63.562500
47812500	3	00	73	46	01	15.937500	63.750000
47812500	6	03	53	46	00	15.937500	63.750000
47812500	6	03	53	43	01	15.937500	63.750000
48000000	3	00	73	46	00	16.000000	64.000000
48000000	3	00	73	46	01	16.000000	64.000000
48000000	4	01	0	39	00	16.000000	64.000000
48000000	4	01	0	3C	00	16.000000	64.000000
48000000	4	01	0	3A	59	16.000000	64.000000
48000000	4	01	0	3E	59	16.000000	64.000000
48000000	6	03	53	43	00	16.000000	64.000000
48000000	6	03	53	46	59	16.000000	64.000000
48000000	7	04	35	1D	00	16.000000	64.000000
48000000	7	04	35	1F	7F	16.000000	64.000000
48000000	8	05	18	1D	00	16.000000	64.000000
48000000	8	05	18	1F	7F	16.000000	64.000000
48000000	9	06	32	1D	00	16.000000	64.000000
48000000	9	06	32	1F	7F	16.000000	64.000000
48000000	12	09	0	22	16	16.000000	64.000000
48000000	12	09	0	45	31	16.000000	64.000000
48000000	12	09	0	24	59	16.000000	64.000000
48000000	13	0A	50	39	00	16.000000	64.000000
48000000	13	0A	50	3C	00	16.000000	64.000000
48000000	13	0A	50	3A	59	16.000000	64.000000
48000000	13	0A	50	3E	59	16.000000	64.000000
48000000	14	0B	51	39	00	16.000000	64.000000
48000000	14	0B	51	3C	00	16.000000	64.000000
48000000	14	0B	51	3A	59	16.000000	64.000000
48000000	14	0B	51	3E	59	16.000000	64.000000
48007812	12	09	0	2A	7F	16.002604	64.010417
48020312	12	09	0	22	00	16.006771	64.027083
48020312	12	09	0	45	00	16.006771	64.027083
48028125	12	09	0	2A	00	16.009375	64.037500
48046875	12	09	0	24	00	16.015625	64.062500
48125000	12	09	0	22	15	16.041667	64.166667
48145312	12	09	0	22	00	16.048437	64.193750
48187500	3	00	73	46	00	16.062500	64.250000
48187500	3	00	73	46	01	16.062500	64.250000
48250000	12	09	0	22	1D	16.083333	64.333333
48270312	12	09	0	22	00	16.090104	64.360417
48375000	3	00	73	46	00	16.125000	64.500000
48375000	3	00	73	46	01	16.125000	64.500000
48375000	12	09	0	45	1D	16.125000	64.500000
48375000	12	09	0	22	1E	16.125000	64.500000
48375000	12	09	0	24	59	16.125000	64.500000
48382812	12	09	0	2A	5D	16.127604	64.510417
48395312	12	09	0	22	00	16.131771	64.527083
48395312	12	09	0	45	00	16.131771	64.527083
48403125	12	09	0	2A	00	16.134375	64.537500
48421875	12	09	0	24	00	16.140625	64.562500
48500000	12	09	0	22	2C	16.166667	64.666667
48520312	12	09	0	22	00	16.173437	64.693750
48562500	3	00	73	46	00	16.187500	64.750000
48562500	3	00	73	46	01	16.187500	64.750000
48562500	6	03	53	46	00	16.187500	64.750000
48562500	6	03	53	43	59	16.187500	64.750000
48625000	12	09	0	22	31	16.208333	64.833333
48645312	12	09	0	22	00	16.215104	64.860417
48750000	3	00	73	46	00	16.250000	65.000000
48750000	3	00	73	46	01	16.250000	65.000000
48750000	6	03	53	43	00	16.250000	65.000000
48750000	6	03	53	46	01	16.250000	65.000000
48750000	12	09	0	45	31	16.250000	65.000000
48750000	12	09	0	27	3E	16.250000	65.000000
48750000	12	09	0	22	44	16.250000	65.000000
48757812	12	09	0	2A	7F	16.252604	65.010417
48770312	12	09	0	22	00	16.256771	65.027083
48770312	12	09	0	27	00	16.256771	65.027083
48770312	12	09	0	45	00	16.256771	65.027083
48778125	12	09	0	2A	00	16.259375	65.037500
49125000	3	00	73	46	00	16.375000	65.500000
49125000	3	00	73	46	01	16.375000	65.500000
49125000	4	01	0	3A	00	16.375000	65.500000
49125000	4	01	0	3E	00	16.375000	65.500000
49125000	4	01	0	3A	59	16.375000	65.500000
49125000	4	01	0	3E	59	16.375000	65.500000
49125000	6	03	53	46	00	16.375000	65.500000
49125000	6	03	53	48	01	16.375000	65.500000
49125000	7	04	35	1F	00	16.375000	65.500000
49125000	7	04	35	22	7F	16.375000	65.500000
49125000	8	05	18	1F	00	16.375000	65.500000
49125000	8	05	18	22	7F	16.375000	65.500000
49125000	9	06	32	1F	00	16.375000	65.500000
49125000	9	06	32	22	7F	16.375000	65.500000
49125000	12	09	0	45	1D	16.375000	65.500000
49125000	12	09	0	22	2D	16.375000	65.500000
49125000	13	0A	50	3A	00	16.375000	65.500000
49125000	13	0A	50	3E	00	16.375000	65.500000
49125000	13	0A	50	3A	59	16.375000	65.500000
49125000	13	0A	50	3E	59	16.375000	65.500000
49125000	14	0B	51	3A	00	16.375000	65.500000
49125000	14	0B	51	3E	00	16.375000	65.500000
49125000	14	0B	51	3A	59	16.375000	65.500000
49125000	14	0B	51	3E	59	16.375000	65.500000
49132812	12	09	0	2A	5D	16.377604	65.510417
49145312	12	09	0	22	00	16.381771	65.527083
49145312	12	09	0	45	00	16.381771	65.527083
49153125	12	09	0	2A	00	16.384375	65.537500
49312500	6	03	53	48	00	16.437500	65.750000
49312500	6	03	53	4A	01	16.437500	65.750000
49500000	3	00	73	46	00	16.500000	66.000000
49500000	3	00	73	46	01	16.500000	66.000000
49500000	12	09	0	45	31	16.500000	66.000000
49500000	12	09	0	22	39	16.500000	66.000000
49507812	12	09	0	2A	7F	16.502604	66.010417
49515625	12	09	0	21	7F	16.505208	66.020833
49520312	12	09	0	22	00	16.506771	66.027083
49520312	12	09	0	45	00	16.506771	66.027083
49528125	12	09	0	2A	00	16.509375	66.037500
49535937	12	09	0	21	00	16.511979	66.047917
49687500	3	00	73	46	00	16.562500	66.250000
49687500	3	00	73	46	01	16.562500	66.250000
49687500	6	03	53	4A	00	16.562500	66.250000
49687500	6	03	53	48	01	16.562500	66.250000
49875000	3	00	73	46	00	16.625000	66.500000
49875000	3	00	73	46	01	16.625000	66.500000
49875000	4	01	0	3A	00	16.625000	66.500000
49875000	4	01	0	3E	00	16.625000	66.500000
49875000	4	01	0	3A	59	16.625000	66.500000
49875000	4	01	0	3E	59	16.625000	66.500000
49875000	6	03	53	48	00	16.625000	66.500000
49875000	7	04	35	22	00	16.625000	66.500000
49875000	7	04	35	22	7F	16.625000	66.500000
49875000	8	05	18	22	00	16.625000	66.500000
49875000	8	05	18	22	7F	16.625000	66.500000
49875000	9	06	32	22	00	16.625000	66.500000
49875000	9	06	32	22	7F	16.625000	66.500000
49875000	12	09	0	45	1D	16.625000	66.500000
49875000	12	09	0	2A	7F	16.625000	66.500000
49875000	13	0A	50	3A	00	16.625000	66.500000
49875000	13	0A	50	3E	00	16.625000	66.500000
49875000	13	0A	50	3A	59	16.625000	66.500000
49875000	13	0A	50	3E	59	16.625000	66.500000
49875000	14	0B	51	3A	00	16.625000	66.500000
49875000	14	0B	51	3E	00	16.625000	66.500000
49875000	14	0B	51	3A	59	16.625000	66.500000
49875000	14	0B	51	3E	59	16.625000	66.500000
49895312	12	09	0	2A	00	16.631771	66.527083
49895312	12	09	0	45	00	16.631771	66.527083
50000000	12	09	0	2A	7F	16.666667	66.666667
50015625	12	09	0	26	59	16.671875	66.687500
50020312	12	09	0	2A	00	16.673437	66.693750
50062500	3	00	73	46	00	16.687500	66.750000
50062500	3	00	73	46	01	16.687500	66.750000
50062500	12	09	0	26	00	16.687500	66.750000
50109375	12	09	0	26	59	16.703125	66.812500
50125000	12	09	0	2A	7F	16.708333	66.833333
50145312	12	09	0	2A	00	16.715104	66.860417
50156250	12	09	0	26	00	16.718750	66.875000
50250000	3	00	73	46	00	16.750000	67.000000
50250000	12	09	0	22	24	16.750000	67.000000
50250000	12	09	0	45	33	16.750000	67.000000
50250000	12	09	0	21	57	16.750000	67.000000
50250000	12	09	0	24	59	16.750000	67.000000
50250000	12	09	0	26	59	16.750000	67.000000
50265625	12	09	0	2A	7F	16.755208	67.020833
50270312	12	09	0	21	00	16.756771	67.027083
50270312	12	09	0	22	00	16.756771	67.027083
50270312	12	09	0	45	00	16.756771	67.027083
50285937	12	09	0	2A	00	16.761979	67.047917
50296875	12	09	0	24	00	16.765625	67.062500
50296875	12	09	0	26	00	16.765625	67.062500
50437500	4	01	0	3A	00	16.812500	67.250000
50437500	4	01	0	3E	00	16.812500	67.250000
50437500	4	01	0	39	59	16.812500	67.250000
50437500	4	01	0	3C	59	16.812500	67.250000
50437500	7	04	35	22	00	16.812500	67.250000
50437500	7	04	35	1D	7F	16.812500	67.250000
50437500	8	05	18	22	00	16.812500	67.250000
50437500	8	05	18	1D	7F	16.812500	67.250000
50437500	9	06	32	22	00	16.812500	67.250000
50437500	9	06	32	1D	7F	16.812500	67.250000
50437500	13	0A	50	3A	00	16.812500	67.250000
50437500	13	0A	50	3E	00	16.812500	67.250000
50437500	13	0A	50	39	59	16.812500	67.250000
50437500	13	0A	50	3C	59	16.812500	67.250000
50437500	14	0B	51	3A	00	16.812500	67.250000
50437500	14	0B	51	3E	00	16.812500	67.250000
50437500	14	0B	51	39	59	16.812500	67.250000
50437500	14	0B	51	3C	59	16.812500	67.250000
50625000	3	00	73	46	01	16.875000	67.500000
50625000	6	03	53	46	01	16.875000	67.500000
50625000	12	09	0	45	1D	16.875000	67.500000
50625000	12	09	0	22	2D	16.875000	67.500000
50625000	12	09	0	24	59	16.875000	67.500000
50625000	12	09	0	25	59	16.875000	67.500000
50632812	12	09	0	2A	5D	16.877604	67.510417
50645312	12	09	0	22	00	16.881771	67.527083
50645312	12	09	0	45	00	16.881771	67.527083
50653125	12	09	0	2A	00	16.884375	67.537500
50671875	12	09	0	24	00	16.890625	67.562500
50671875	12	09	0	25	00	16.890625	67.562500
50812500	3	00	73	46	00	16.937500	67.750000
50812500	3	00	73	46	01	16.937500	67.750000
50812500	6	03	53	46	00	16.937500	67.750000
50812500	6	03	53	43	01	16.937500	67.750000
51000000	3	00	73	46	00	17.000000	68.000000
51000000	3	00	73	46	01	17.000000	68.000000
51000000	4	01	0	39	00	17.000000	68.000000
51000000	4	01	0	3C	00	17.000000	68.000000
51000000	4	01	0	3A	59	17.000000	68.000000
51000000	4	01	0	3E	59	17.000000	68.000000
51000000	6	03	53	43	00	17.000000	68.000000
51000000	6	03	53	46	59	17.000000	68.000000
51000000	7	04	35	1D	00	17.000000	68.000000
51000000	7	04	35	1B	7F	17.000000	68.000000
51000000	8	05	18	1D	00	17.000000	68.000000
51000000	8	05	18	1B	7F	17.000000	68.000000
51000000	9	06	32	1D	00	17.000000	68.000000
51000000	9	06	32	1B	7F	17.000000	68.000000
51000000	12	09	0	22	16	17.000000	68.000000
51000000	12	09	0	45	31	17.000000	68.000000
51000000	12	09	0	24	59	17.000000	68.000000
51000000	13	0A	50	39	00	17.000000	68.000000
51000000	13	0A	50	3C	00	17.000000	68.000000
51000000	13	0A	50	3A	59	17.000000	68.000000
51000000	13	0A	50	3E	59	17.000000	68.000000
51000000	14	0B	51	39	00	17.000000	68.000000
51000000	14	0B	51	3C	00	17.000000	68.000000
51000000	14	0B	51	3A	59	17.000000	68.000000
51000000	14	0B	51	3E	59	17.000000	68.000000
51007812	12	09	0	2A	7F	17.002604	68.010417
51020312	12	09	0	22	00	17.006771	68.027083
51020312	12	09	0	45	00	17.006771	68.027083
51028125	12	09	0	2A	00	17.009375	68.037500
51046875	12	09	0	24	00	17.015625	68.062500
51125000	12	09	0	22	15	17.041667	68.166667
51145312	12	09	0	22	00	17.048437	68.193750
51187500	3	00	73	46	00	17.062500	68.250000
51187500	3	00	73	46	01	17.062500	68.250000
51250000	12	09	0	22	1D	17.083333	68.333333
51270312	12	09	0	22	00	17.090104	68.360417
51375000	3	00	73	46	00	17.125000	68.500000
51375000	3	00	73	46	01	17.125000	68.500000
51375000	12	09	0	45	1D	17.125000	68.500000
51375000	12	09	0	22	1E	17.125000	68.500000
51375000	12	09	0	24	59	17.125000	68.500000
51382812	12	09	0	2A	5D	17.127604	68.510417
51395312	12	09	0	22	00	17.131771	68.527083
51395312	12	09	0	45	00	17.131771	68.527083
