time	duration	track	channel	instrument	pitch	velocity	bar	beat
26537721	175747	14	13	30	39	120	18.875000	75.500000
26537721	175747	15	14	33	27	120	18.875000	75.500000
26713468	1054479	2	1	48	53	120	19.000000	76.000000
26713468	1054479	2	1	48	65	120	19.000000	76.000000
26713468	1054479	3	2	80	65	120	19.000000	76.000000
26713468	1054479	4	3	57	53	120	19.000000	76.000000
26713468	175746	10	9	16	36	100	19.000000	76.000000
26713468	175746	10	9	16	46	80	19.000000	76.000000
26713468	175746	13	12	29	39	120	19.000000	76.000000
26713468	175746	14	13	30	39	120	19.000000	76.000000
26713468	175746	15	14	33	27	120	19.000000	76.000000
26889214	87873	1	0	48	82	120	19.125000	76.500000
26889214	87873	1	0	48	86	120	19.125000	76.500000
26889214	175747	10	9	16	36	100	19.125000	76.500000
26889214	175747	13	12	29	51	120	19.125000	76.500000
26889214	175747	14	13	30	51	120	19.125000	76.500000
26889214	175747	15	14	33	39	120	19.125000	76.500000
27064961	175746	10	9	16	38	100	19.250000	77.000000
27064961	175746	10	9	16	46	80	19.250000	77.000000
27064961	175746	13	12	29	39	120	19.250000	77.000000
27064961	175746	14	13	30	39	120	19.250000	77.000000
27064961	175746	15	14	33	27	120	19.250000	77.000000
27240707	175747	10	9	16	36	100	19.375000	77.500000
27240707	175747	13	12	29	39	120	19.375000	77.500000
27240707	175747	14	13	30	39	120	19.375000	77.500000
27240707	175747	15	14	33	27	120	19.375000	77.500000
27416454	87873	1	0	48	82	120	19.500000	78.000000
27416454	87873	1	0	48	86	120	19.500000	78.000000
27416454	175746	10	9	16	36	100	19.500000	78.000000
27416454	175746	10	9	16	46	80	19.500000	78.000000
27416454	175746	13	12	29	51	120	19.500000	78.000000
27416454	175746	14	13	30	51	120	19.500000	78.000000
27416454	175746	15	14	33	39	120	19.500000	78.000000
27592200	175747	10	9	16	36	100	19.625000	78.500000
27592200	175747	13	12	29	39	120	19.625000	78.500000
27592200	175747	14	13	30	39	120	19.625000	78.500000
27592200	175747	15	14	33	27	120	19.625000	78.500000
27767947	87873	1	0	48	82	120	19.750000	79.000000
27767947	87873	1	0	48	86	120	19.750000	79.000000
27767947	175746	10	9	16	38	100	19.750000	79.000000
27767947	175746	10	9	16	46	80	19.750000	79.000000
27767947	175746	13	12	29	51	120	19.750000	79.000000
27767947	175746	14	13	30	51	120	19.750000	79.000000
27767947	175746	15	14	33	39	120	19.750000	79.000000
27943693	87873	1	0	48	86	120	19.875000	79.500000
27943693	87873	1	0	48	89	120	19.875000	79.500000
27943693	175747	10	9	16	36	100	19.875000	79.500000
27943693	175747	13	12	29	53	120	19.875000	79.500000
27943693	175747	14	13	30	53	120	19.875000	79.500000
27943693	175747	15	14	33	41	120	19.875000	79.500000
28119440	87873	1	0	48	81	120	20.000000	80.000000
28119440	87873	1	0	48	86	120	20.000000	80.000000
28119440	2811944	2	1	48	38	100	20.000000	80.000000
28119440	2811944	2	1	48	45	100	20.000000	80.000000
28119440	2811944	2	1	48	50	100	20.000000	80.000000
28119440	702986	2	1	48	57	120	20.000000	80.000000
28119440	702986	2	1	48	62	120	20.000000	80.000000
28119440	702986	2	1	48	69	120	20.000000	80.000000
28119440	702986	3	2	80	62	120	20.000000	80.000000
28119440	702986	3	2	80	69	120	20.000000	80.000000
28119440	702986	4	3	57	50	120	20.000000	80.000000
28119440	175746	10	9	16	36	100	20.000000	80.000000
28119440	175746	10	9	16	46	80	20.000000	80.000000
28119440	175746	13	12	29	50	120	20.000000	80.000000
28119440	175746	14	13	30	50	120	20.000000	80.000000
28119440	175746	15	14	33	38	120	20.000000	80.000000
